gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,countryCode,locality,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
1989225288,c8d12f8a-7e39-4e2c-92d7-825d590ad15b,a755316b-91c5-4527-9c52-ce9137580912,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,BZ,Contact UM Herbarium,174c6da2-e002-42fe-9f56-2f9d670240f4,,,,,,,,,1934-06-19T00:00:00Z,19,6,1934,2880526,2880526,PRESERVED_SPECIMEN,MICH,Angiosperms,1264389,,,,CC_BY_NC_4_0,,William A. Schipp,,,2019-01-23T04:07:09.897Z,,
1989165914,c8d12f8a-7e39-4e2c-92d7-825d590ad15b,978d1948-c401-4f02-adb4-99c5f4816fa5,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,Contact UM Herbarium,174c6da2-e002-42fe-9f56-2f9d670240f4,,,,,,,,,1934-06-19T00:00:00Z,19,6,1934,2880526,2880526,PRESERVED_SPECIMEN,MICH,Angiosperms,1238893,,,,CC_BY_NC_4_0,,William A. Schipp,,,2019-01-23T04:06:33.426Z,,
1989078979,c8d12f8a-7e39-4e2c-92d7-825d590ad15b,8095a126-5a22-40e6-8547-086afb38ce6a,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,HN,Contact UM Herbarium,174c6da2-e002-42fe-9f56-2f9d670240f4,,,,,,,,,1973-08-12T00:00:00Z,12,8,1973,2880526,2880526,PRESERVED_SPECIMEN,MICH,Angiosperms,1264591,,,,CC_BY_NC_4_0,,Antonio Molina R.,,,2019-01-23T04:05:30.107Z,,
1988906141,c8d12f8a-7e39-4e2c-92d7-825d590ad15b,52695645-4096-4a82-b047-3de4e5e22b8e,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,CR,Contact UM Herbarium,174c6da2-e002-42fe-9f56-2f9d670240f4,,,,,,,,,1952-03-18T00:00:00Z,18,3,1952,2880526,2880526,PRESERVED_SPECIMEN,MICH,Angiosperms,1238894,,,,CC_BY_NC_4_0,,Harvey E. Stork,,,2019-01-23T04:03:41.667Z,,
1988738329,c8d12f8a-7e39-4e2c-92d7-825d590ad15b,25c8ac11-35c0-481a-a079-bee388c98e6b,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,BZ,Contact UM Herbarium,174c6da2-e002-42fe-9f56-2f9d670240f4,,,,,,,,,1934-06-23T00:00:00Z,23,6,1934,2880526,2880526,PRESERVED_SPECIMEN,MICH,Angiosperms,1109377,,,,CC_BY_NC_4_0,,William A. Schipp,,,2019-01-23T04:01:47.349Z,,
1946312408,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/18418092,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,17.185695,-93.114344,61.0,,,,,,2018-11-15T11:58:00Z,15,11,2018,2880526,2880526,HUMAN_OBSERVATION,iNaturalist,Observations,18418092,,,2018-11-15T23:13:44Z,CC_BY_NC_4_0,Neptal° Ram°rez Marcial,Neptal° Ram°rez Marcial,,,2018-12-18T17:22:24.798Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1936683538,834c9918-f762-11e1-a439-00145eb45e9a,601821e7-20fe-11e3-9e2e-000c29035824,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,HN,"Comayagua  between Siguatepeque and Lago de Yojoa, at turning off main road to east at La Misi¢n",0363cbd4-f666-455e-8e86-0bbddcf51950,,,,,,,,,1991-09-25T00:00:00Z,25,9,1991,2880526,2880526,PRESERVED_SPECIMEN,MA,MA,MA-01-00766988,74,,,CC_BY_NC_4_0,,M. Chorley,,,2018-12-08T04:13:55.115Z,STILLIMAGE,
1931004135,d415c253-4d61-4459-9d25-4015b9084fb0,e4ecb111-c676-46dd-9a05-4abfc9edc57a,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,,,ae447c50-b8a8-11d8-92a4-b8a03c50a862,,,,,,,,,,,,,2880526,2880526,PRESERVED_SPECIMEN,NY,NY,1450182,,,,CC0_1_0,The New York Botanical Garden,,,,2018-12-13T21:47:35.551Z,STILLIMAGE,
1930504624,d415c253-4d61-4459-9d25-4015b9084fb0,c187745e-408d-49a0-b91a-257ee3316dcd,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,,,ae447c50-b8a8-11d8-92a4-b8a03c50a862,,,,,,,,,,,,,2880526,2880526,PRESERVED_SPECIMEN,NY,NY,1450178,,,,CC0_1_0,The New York Botanical Garden,,,,2018-12-13T21:23:22.918Z,STILLIMAGE,
1930058449,d415c253-4d61-4459-9d25-4015b9084fb0,a23f328f-fad5-47b2-9a3a-375a3843f2c8,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,,,ae447c50-b8a8-11d8-92a4-b8a03c50a862,,,,,,,,,,,,,2880526,2880526,PRESERVED_SPECIMEN,NY,NY,1095246,,,,CC0_1_0,The New York Botanical Garden,,,,2018-12-13T21:14:22.112Z,STILLIMAGE,
1930023562,d415c253-4d61-4459-9d25-4015b9084fb0,9fc725a1-6b4c-402a-a02a-89502607a74e,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,,,ae447c50-b8a8-11d8-92a4-b8a03c50a862,,,,,,,,,,,,,2880526,2880526,PRESERVED_SPECIMEN,NY,NY,1095221,,,,CC0_1_0,The New York Botanical Garden,,,,2018-12-13T20:54:24.791Z,STILLIMAGE,
1930023223,d415c253-4d61-4459-9d25-4015b9084fb0,9fb2b9f9-7752-4f5a-9303-922df0689f3d,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus schippii Standl.,BZ,Camp 36. B.H.-Guatemala survey.,ae447c50-b8a8-11d8-92a4-b8a03c50a862,,,,,853.4,0.0,,,1934-06-23T00:00:00Z,23,6,1934,2880527,2880526,PRESERVED_SPECIMEN,NY,NY,253732,1248,Unspecified Determiner,,CC0_1_0,The New York Botanical Garden,W. A. Schipp,ISOTYPE,,2018-12-13T20:54:24.295Z,STILLIMAGE,
1929711275,d415c253-4d61-4459-9d25-4015b9084fb0,899e0af8-e86f-438f-b939-db755cd9720f,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,,,ae447c50-b8a8-11d8-92a4-b8a03c50a862,,,,,,,,,,,,,2880526,2880526,PRESERVED_SPECIMEN,NY,NY,1450180,,,,CC0_1_0,The New York Botanical Garden,,,,2018-12-13T20:51:05.297Z,STILLIMAGE,
1929202031,d415c253-4d61-4459-9d25-4015b9084fb0,6577fe6d-0182-4674-8691-ea675e25597d,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus seibertii C.H.Mull.,PA,"Valley of the upper Rio Chiriqu° Viejo, vicinity of Monte Lirio.",ae447c50-b8a8-11d8-92a4-b8a03c50a862,,,,,1600.0,300.0,,,1935-06-27T00:00:00Z,27,6,1935,2880530,2880526,PRESERVED_SPECIMEN,NY,NY,253734,225,Unspecified Determiner,,CC0_1_0,The New York Botanical Garden,R. J. Seibert,ISOTYPE,,2018-12-13T20:25:21.277Z,STILLIMAGE,
1928977032,d415c253-4d61-4459-9d25-4015b9084fb0,5574cc7e-979a-46db-8223-603dd07ad439,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,,,ae447c50-b8a8-11d8-92a4-b8a03c50a862,,,,,,,,,,,,,2880526,2880526,PRESERVED_SPECIMEN,NY,NY,1450181,,,,CC0_1_0,The New York Botanical Garden,,,,2018-12-13T20:22:58.948Z,STILLIMAGE,
1928902035,d415c253-4d61-4459-9d25-4015b9084fb0,502e21d0-12e4-4754-ba9b-cb62e62430d1,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,,,ae447c50-b8a8-11d8-92a4-b8a03c50a862,,,,,,,,,,,,,2880526,2880526,PRESERVED_SPECIMEN,NY,NY,1450184,,,,CC0_1_0,The New York Botanical Garden,,,,2018-12-13T20:21:55.576Z,STILLIMAGE,
1928724808,d415c253-4d61-4459-9d25-4015b9084fb0,43ab8f02-9a6b-4db0-a4cd-d35f39a5b91f,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,,,ae447c50-b8a8-11d8-92a4-b8a03c50a862,,,,,,,,,,,,,2880526,2880526,PRESERVED_SPECIMEN,NY,NY,1450183,,,,CC0_1_0,The New York Botanical Garden,,,,2018-12-13T20:09:05.483Z,STILLIMAGE,
1928573126,d415c253-4d61-4459-9d25-4015b9084fb0,38f49589-6d7b-4b88-a266-ff4da9f43f64,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,,,ae447c50-b8a8-11d8-92a4-b8a03c50a862,,,,,,,,,,,,,2880526,2880526,PRESERVED_SPECIMEN,NY,NY,1095220,,,,CC0_1_0,The New York Botanical Garden,,,,2018-12-13T20:07:26.288Z,STILLIMAGE,
1928408112,d415c253-4d61-4459-9d25-4015b9084fb0,2d1aea29-f674-4545-b224-0c6375fe7d1a,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,,,ae447c50-b8a8-11d8-92a4-b8a03c50a862,,,,,,,,,,,,,2880526,2880526,PRESERVED_SPECIMEN,NY,NY,1450179,,,,CC0_1_0,The New York Botanical Garden,,,,2018-12-13T20:05:19.487Z,STILLIMAGE,
1928270367,d415c253-4d61-4459-9d25-4015b9084fb0,23706c1f-9577-40f8-83b5-04e09f843db9,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,,,ae447c50-b8a8-11d8-92a4-b8a03c50a862,,,,,,,,,,,,,2880526,2880526,PRESERVED_SPECIMEN,NY,NY,1095222,,,,CC0_1_0,The New York Botanical Garden,,,,2018-12-13T20:03:55.449Z,STILLIMAGE,
1928243659,d415c253-4d61-4459-9d25-4015b9084fb0,21837902-7979-4468-8418-cc3247ae6194,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,,,ae447c50-b8a8-11d8-92a4-b8a03c50a862,,,,,,,,,,,,,2880526,2880526,PRESERVED_SPECIMEN,NY,NY,1450185,,,,CC0_1_0,The New York Botanical Garden,,,,2018-12-13T20:03:40.035Z,STILLIMAGE,
1928228071,d415c253-4d61-4459-9d25-4015b9084fb0,20670aef-6d66-4c2d-a178-ee7c1e03be74,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,,,ae447c50-b8a8-11d8-92a4-b8a03c50a862,,,,,,,,,,,,,2880526,2880526,PRESERVED_SPECIMEN,NY,NY,1450177,,,,CC0_1_0,The New York Botanical Garden,,,,2018-12-13T20:03:31.030Z,STILLIMAGE,
1927783396,d415c253-4d61-4459-9d25-4015b9084fb0,0117edda-044f-4974-ba32-dd7bdb0931d6,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,,,ae447c50-b8a8-11d8-92a4-b8a03c50a862,,,,,,,,,,,,,2880526,2880526,PRESERVED_SPECIMEN,NY,NY,1095247,,,,CC0_1_0,The New York Botanical Garden,,,,2018-12-13T19:57:24.390Z,STILLIMAGE,
1920832667,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/17368599,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,19.31309,-99.194449,,,,,,,2018-10-09T11:23:00Z,9,10,2018,2880526,2880526,HUMAN_OBSERVATION,iNaturalist,Observations,17368599,,,2018-10-10T03:35:02Z,CC_BY_NC_4_0,ana_gisel,ana_gisel,,,2018-12-09T01:31:46.706Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84
1897491069,ed80a247-379f-4286-a348-63da32c9c047,urn:catalog:INECOL:JBC:NO APLICA:e1cd867dcac644e83066ccb3cbe0a41e,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,Las Ca§adas,ff90b050-c256-11db-b71b-b8a03c50a862,19.178158,-96.980069,,,670.0,670.0,0.0,0.0,2008-11-25T00:00:00Z,25,11,2008,2880526,2880526,PRESERVED_SPECIMEN,INECOL,JBC,NO APLICA,,Gerardo Arceo G¢mez,,CC_BY_4_0,Comisi¢n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Gerardo Arceo G¢mez,,,2018-12-09T06:30:25.134Z,,ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;GEODETIC_DATUM_INVALID;COORDINATE_ROUNDED
1897491056,ed80a247-379f-4286-a348-63da32c9c047,urn:catalog:INECOL:JBC:NO APLICA:dfa4c70f5d2e517a0da6268a18200060,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,Las Ca§adas,ff90b050-c256-11db-b71b-b8a03c50a862,19.178158,-96.980069,,,670.0,670.0,0.0,0.0,2008-11-25T00:00:00Z,25,11,2008,2880526,2880526,PRESERVED_SPECIMEN,INECOL,JBC,NO APLICA,,Gerardo Arceo G¢mez,,CC_BY_4_0,Comisi¢n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Gerardo Arceo G¢mez,,,2018-12-09T06:30:25.134Z,,ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;GEODETIC_DATUM_INVALID;COORDINATE_ROUNDED
1897491053,ed80a247-379f-4286-a348-63da32c9c047,urn:catalog:INECOL:JBC:NO APLICA:5e96dd00ae9f04d1af99525868c602ba,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,Las Ca§adas,ff90b050-c256-11db-b71b-b8a03c50a862,19.178158,-96.980069,,,670.0,670.0,0.0,0.0,2008-11-25T00:00:00Z,25,11,2008,2880526,2880526,PRESERVED_SPECIMEN,INECOL,JBC,NO APLICA,,Gerardo Arceo G¢mez,,CC_BY_4_0,Comisi¢n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Gerardo Arceo G¢mez,,,2018-12-09T06:30:25.141Z,,ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;GEODETIC_DATUM_INVALID;COORDINATE_ROUNDED
1897491036,ed80a247-379f-4286-a348-63da32c9c047,urn:catalog:INECOL:JBC:NO APLICA:d8c7ae331a3d351d249641dcf4e668ea,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,Las Ca§adas,ff90b050-c256-11db-b71b-b8a03c50a862,19.178158,-96.980069,,,670.0,670.0,0.0,0.0,2008-11-25T00:00:00Z,25,11,2008,2880526,2880526,PRESERVED_SPECIMEN,INECOL,JBC,NO APLICA,,Gerardo Arceo G¢mez,,CC_BY_4_0,Comisi¢n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Gerardo Arceo G¢mez,,,2018-12-09T06:30:25.134Z,,ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;GEODETIC_DATUM_INVALID;COORDINATE_ROUNDED
1897491028,ed80a247-379f-4286-a348-63da32c9c047,urn:catalog:INECOL:JBC:NO APLICA:2c8918f96842aec6f41964cad4c649e5,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,Las Ca§adas,ff90b050-c256-11db-b71b-b8a03c50a862,19.178158,-96.980069,,,670.0,670.0,0.0,0.0,2008-11-25T00:00:00Z,25,11,2008,2880526,2880526,PRESERVED_SPECIMEN,INECOL,JBC,NO APLICA,,Gerardo Arceo G¢mez,,CC_BY_4_0,Comisi¢n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Gerardo Arceo G¢mez,,,2018-12-09T06:30:25.152Z,,ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;GEODETIC_DATUM_INVALID;COORDINATE_ROUNDED
1897361751,6d81e520-7adb-4470-937f-daac38fddf45,urn:catalog:INECOL:IEB:220244:945796b024fdfc02514fcd3e4660cc58,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,"11 km al W de Xalisco, camino al Malinal, despuÇs 4.5 km al NW, Lo de Alonso",ff90b050-c256-11db-b71b-b8a03c50a862,21.423056,-104.999444,,,645.5,645.5,0.0,0.0,2002-10-05T00:00:00Z,5,10,2002,2880526,2880526,PRESERVED_SPECIMEN,INECOL,IEB,220244,,NO DISPONIBLE,,CC_BY_4_0,Comisi¢n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),J. A. PÇrez de la R.,,,2018-12-09T06:29:42.983Z,,ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
1896250198,850e5d36-21b7-4eae-84b2-3dc93db6a153,urn:catalog:INECOL:XAL:V084309:db722e30f5d7efdc5bdb404877b22df6,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,"Centro Regional Huatusco, 7 km de Huatusco de Chicuellar",ff90b050-c256-11db-b71b-b8a03c50a862,,,,,680.0,680.0,0.0,0.0,1981-12-14T00:00:00Z,14,12,1981,2880526,2880526,PRESERVED_SPECIMEN,INECOL,XAL,V084309,,F. Ramos M.,,CC_BY_4_0,Comisi¢n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Enrique Gu°zar N.,,,2018-12-05T23:26:00.967Z,,ELEVATION_MIN_MAX_SWAPPED;COORDINATE_INVALID;TAXON_MATCH_HIGHERRANK
1896250197,850e5d36-21b7-4eae-84b2-3dc93db6a153,urn:catalog:INECOL:XAL:V108526:cd9634590a04533ee77fa7e71d82582c,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,"La Ventura, 2 km al NE de Huatusco",ff90b050-c256-11db-b71b-b8a03c50a862,19.175,-96.975,,,650.0,650.0,0.0,0.0,1979-11-07T00:00:00Z,7,11,1979,2880526,2880526,PRESERVED_SPECIMEN,INECOL,XAL,V108526,,NO DISPONIBLE,,CC_BY_4_0,Comisi¢n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),S. Avenda§o R.,,,2018-12-05T23:26:00.956Z,,ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK
1896250196,850e5d36-21b7-4eae-84b2-3dc93db6a153,urn:catalog:INECOL:XAL:V083195:b65672758ea7800ffd9f1eb83eabed9d,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,"Comalapa, cerca de Baxtla, camino de terracer°a Teocelo-Comalapa",ff90b050-c256-11db-b71b-b8a03c50a862,19.358333,-96.975,,,550.0,550.0,0.0,0.0,1984-11-23T00:00:00Z,23,11,1984,2880526,2880526,PRESERVED_SPECIMEN,INECOL,XAL,V083195,,NO DISPONIBLE,,CC_BY_4_0,Comisi¢n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),J.I. Calzada,,,2018-12-05T23:26:01.089Z,,ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
1896250195,850e5d36-21b7-4eae-84b2-3dc93db6a153,urn:catalog:NO DISPONIBLE:NO DISPONIBLE:V003585:eb6dede93d0ff0680a521abd99f9641e,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,NO DISPONIBLE,ff90b050-c256-11db-b71b-b8a03c50a862,19.525,-96.625,,,75.0,75.0,0.0,0.0,1914-12-01T00:00:00Z,,12,1914,2880526,2880526,PRESERVED_SPECIMEN,NO DISPONIBLE,NO DISPONIBLE,V003585,,NO DISPONIBLE,,CC_BY_4_0,Comisi¢n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),C.A. Purpus,,,2018-12-05T23:26:00.952Z,,ELEVATION_MIN_MAX_SWAPPED;RECORDED_DATE_MISMATCH;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK
1896250194,850e5d36-21b7-4eae-84b2-3dc93db6a153,urn:catalog:INECOL:XAL:44409:7c27d732caf2dd3c250c770031d1d9fe,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,"Centro Regional Huatusco, 7 km de Huatusco de Chicuellar",ff90b050-c256-11db-b71b-b8a03c50a862,19.145278,-96.971667,,,680.0,680.0,0.0,0.0,1981-12-14T00:00:00Z,14,12,1981,2880526,2880526,PRESERVED_SPECIMEN,INECOL,XAL,44409,,F. Ramos M.,,CC_BY_4_0,Comisi¢n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Enrique Gu°zar N.,,,2018-12-05T23:26:00.954Z,,ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
1896250193,850e5d36-21b7-4eae-84b2-3dc93db6a153,urn:catalog:INECOL:XAL:44410:a35c5bd481b72bd6b002011695db7479,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,"Centro Regional Universitario de Oriente, 6 km, carretera Huatusco-Xalapa",ff90b050-c256-11db-b71b-b8a03c50a862,19.145278,-96.971667,,,600.0,600.0,0.0,0.0,1988-02-06T00:00:00Z,6,2,1988,2880526,2880526,PRESERVED_SPECIMEN,INECOL,XAL,44410,,Emma Estrada Mart°nez,,CC_BY_4_0,Comisi¢n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Emma Estrada Mart°nez,,,2018-12-05T23:26:00.952Z,,ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
1896250192,850e5d36-21b7-4eae-84b2-3dc93db6a153,urn:catalog:INECOL:XAL:V057894:dec53655037174ffb2652cb2e30aa312,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,"Huatusco, camino a San Diego",ff90b050-c256-11db-b71b-b8a03c50a862,19.169345,-96.99346,3610.0,,800.0,800.0,0.0,0.0,1982-08-14T00:00:00Z,14,8,1982,2880526,2880526,PRESERVED_SPECIMEN,INECOL,XAL,V057894,,NO DISPONIBLE,,CC_BY_4_0,Comisi¢n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),M. Ch†zaro B.,,,2018-12-05T23:26:00.987Z,,ELEVATION_MIN_MAX_SWAPPED;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
1896250191,850e5d36-21b7-4eae-84b2-3dc93db6a153,urn:catalog:NO DISPONIBLE:NO DISPONIBLE:V003586:9bb46a88b2ed48079e812128bc3d00ff,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,NO DISPONIBLE,ff90b050-c256-11db-b71b-b8a03c50a862,,,,,500.0,500.0,0.0,0.0,1927-08-01T00:00:00Z,,8,1927,2880526,2880526,PRESERVED_SPECIMEN,NO DISPONIBLE,NO DISPONIBLE,V003586,,NO DISPONIBLE,,CC_BY_4_0,Comisi¢n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),C.A. Purpus,,,2018-12-05T23:26:00.952Z,,ELEVATION_MIN_MAX_SWAPPED;COORDINATE_INVALID;RECORDED_DATE_MISMATCH;TAXON_MATCH_HIGHERRANK
1896250190,850e5d36-21b7-4eae-84b2-3dc93db6a153,urn:catalog:INECOL:XAL:48359:6f0f8e44c18609a2025fff591c30389c,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus insignis,,SPECIES,Quercus insignis M.Martens & Galeotti,MX,"Cerro La Petaca, N de Casimiro Castillo",ff90b050-c256-11db-b71b-b8a03c50a862,19.611667,-104.436944,,,800.0,800.0,0.0,0.0,1986-07-27T00:00:00Z,27,7,1986,2880526,2880526,PRESERVED_SPECIMEN,INECOL,XAL,48359,,L.M. Gonz†lez-Villarreal,,CC_BY_4_0,Comisi¢n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),R. Ram°rez D.; R. Soltero Q.,,,2018-12-05T23:26:00.952Z,,ELEVATION_MIN_MAX_SWAPPED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;COORDINATE_ROUNDED
